Name,Salary,Age,GP,GS,MIN,FG%,3P%,FT%,OR,DR,AST,STL,BLK,TO,PF,PTS,Position,SalaryCap
Jermaine O'Neal,2000000,35,44,13,883,0.504,0,0.75,85,157,25,14,40,52,102,349,PF,58679000
Kent Bazemore,788872,24,44,0,268,0.371,0.256,0.528,5,35,20,12,6,28,42,101,SG,58679000
Toney Douglas,1600000,27,24,0,265,0.372,0.322,0.625,4,22,19,6,2,16,34,88,PG,58679000
Nemanja Nedovic,1056720,22,24,0,142,0.205,0.167,0.875,3,12,13,0,1,13,13,26,SG,58679000
Chandler Parsons,926500,25,74,74,2783,0.472,0.37,0.742,69,340,298,88,29,144,168,1226,SF,58679000
James Harden,13701250,24,73,73,2777,0.456,0.366,0.866,61,283,446,115,29,265,177,1851,SG,58679000
Dwight Howard,20513178,28,71,71,2396,0.591,0.286,0.547,231,635,131,60,128,229,240,1297,C,58679000
Terrence Jones,1551840,22,76,71,2078,0.542,0.307,0.605,162,366,87,53,99,71,139,921,PF,58679000
Jeremy Lin,8374646,25,71,33,2054,0.446,0.358,0.823,34,153,294,68,27,176,166,890,PG,58679000
Patrick Beverley,788872,25,56,55,1751,0.414,0.361,0.814,72,124,151,77,23,66,174,573,PG,58679000
Omri Casspi,947907,25,71,2,1283,0.422,0.347,0.68,55,205,88,44,14,72,100,490,PF,58679000
Francisco Garcia,1265977,32,55,4,1083,0.401,0.358,0.526,21,101,63,27,33,30,120,315,SF,58679000
Omer Asik,8374646,27,48,19,968,0.532,0,0.619,101,277,25,14,37,59,92,280,C,58679000
Donatas Motiejunas,1422720,23,62,3,952,0.443,0.25,0.604,60,165,34,20,21,49,132,341,PF,58679000
Aaron Brooks,1027424,29,43,0,716,0.395,0.409,0.841,23,39,83,25,6,51,76,299,PG,58679000
Ronnie Brewer,1186459,28,23,3,158,0.2,0.125,0,2,12,10,6,1,2,4,7,SF,58679000
Greg Smith,884293,23,11,0,100,0.643,0,0.4,11,16,0,1,2,5,17,38,C,58679000
DeAndre Jordan,10986550,25,82,82,2870,0.676,0,0.428,331,783,74,80,203,123,264,856,C,58679000
Blake Griffin,16441500,24,80,80,2863,0.528,0.273,0.715,192,565,309,92,51,224,265,1930,PF,58679000
Chris Paul,18668431,28,62,62,2171,0.467,0.368,0.855,38,230,663,154,4,145,157,1185,PG,58679000
Jamal Crawford,5225000,33,69,24,2094,0.416,0.361,0.866,34,124,223,59,12,135,120,1282,SG,58679000
Darren Collison,1900000,26,80,35,2069,0.467,0.376,0.857,47,141,297,93,15,132,150,911,PG,58679000
Matt Barnes,3250000,33,63,40,1735,0.438,0.343,0.733,60,232,125,56,28,85,185,625,SF,58679000
Jared Dudley,4250000,28,74,43,1729,0.438,0.36,0.655,36,124,104,41,10,56,146,511,SF,58679000
J.J. Redick,6300000,29,35,34,987,0.455,0.395,0.915,9,65,78,28,3,42,65,532,SG,58679000
Willie Green,1399507,32,55,9,869,0.376,0.339,0.824,12,66,50,22,11,34,96,273,SG,58679000
Ryan Hollins,1186459,29,61,0,482,0.736,0,0.625,31,59,8,9,31,29,87,141,PF,58679000
Reggie Bullock,1149000,22,43,0,395,0.355,0.301,0.778,11,43,12,9,1,13,26,115,SF,58679000
Antawn Jamison,1399507,37,22,0,248,0.315,0.195,0.72,9,46,7,9,3,7,29,84,PF,58679000
Byron Mullens,947907,24,27,0,167,0.406,0.333,0.333,7,25,6,6,3,13,33,67,C,58679000
Jodie Meeks,1550000,26,77,70,2556,0.463,0.401,0.857,30,164,138,111,4,111,119,1209,SG,58679000
Wesley Johnson,916099,26,79,62,2240,0.425,0.369,0.792,70,278,124,86,77,90,207,715,SF,58679000
Pau Gasol,19285850,33,60,60,1884,0.48,0.286,0.736,124,456,201,27,92,141,124,1041,C,58679000
Nick Young,1106942,28,64,9,1810,0.435,0.386,0.825,29,137,95,46,12,95,156,1144,SG,58679000
Jordan Hill,3563600,26,72,32,1500,0.549,0,0.685,194,341,54,29,64,75,172,696,PF,58679000
Robert Sacre,788872,24,65,13,1089,0.477,0,0.681,82,172,51,24,47,44,134,350,C,58679000
Jordan Farmar,1106941,27,41,5,912,0.415,0.438,0.746,20,84,199,38,8,95,65,416,PG,58679000
Steve Blake,4000000,33,27,27,891,0.378,0.397,0.8,8,95,205,34,2,71,49,256,PG,58679000
Chris Kaman,3183000,31,39,13,736,0.509,0,0.765,54,175,58,11,40,74,93,404,C,58679000
Steve Nash,9300500,39,15,10,313,0.383,0.333,0.917,4,25,86,7,2,31,18,102,PG,58679000
Kobe Bryant,30453805,35,6,6,177,0.425,0.188,0.857,2,24,38,7,1,34,9,83,SG,58679000
Kevin Love,14693906,25,77,77,2797,0.457,0.376,0.821,224,739,341,59,35,196,136,2010,PF,58679000
Ricky Rubio,4002120,23,82,82,2638,0.381,0.331,0.802,61,281,704,191,11,221,218,781,PG,58679000
Corey Brewer,4500000,27,81,81,2609,0.481,0.28,0.718,63,144,135,151,30,105,210,998,SF,58679000
Kevin Martin,6500000,30,68,68,2177,0.43,0.387,0.891,34,169,121,66,6,106,123,1298,SG,58679000
Nikola Pekovic,12100000,28,54,54,1663,0.541,0,0.747,206,262,50,30,23,84,129,944,C,58679000
Dante Cunningham,2180000,26,81,7,1635,0.464,0,0.567,112,218,83,62,58,42,146,510,PF,58679000
J.J. Barea,4687000,29,79,1,1471,0.387,0.316,0.79,16,138,303,26,0,125,129,660,PG,58679000
Gorgui Dieng,1352640,24,60,15,818,0.498,1,0.634,103,197,39,30,50,54,108,286,C,58679000
Chase Budinger,5000000,25,41,8,751,0.394,0.35,0.821,19,84,31,19,2,24,58,274,SF,58679000
Alexey Shved,3150000,25,63,0,664,0.321,0.294,0.756,21,60,68,26,16,48,36,250,SG,58679000
Ronny Turiaf,1500000,31,31,10,606,0.598,0,0.42,55,119,24,8,50,24,65,149,C,58679000
Shabazz Muhammad,1887120,21,37,0,290,0.46,0.273,0.65,24,29,6,8,1,16,24,143,SG,58679000
Derrick Williams,5016960,22,11,0,162,0.352,0.133,0.875,3,23,1,4,4,6,9,54,PF,58679000
Randy Foye,3000000,30,81,78,2485,361,0.38,0.849,36,196,287,67,39,145,205,1068,SG,58679000
Ty Lawson,10786517,26,62,61,2222,347,0.356,0.798,40,175,543,100,10,200,113,1090,PG,58679000
Kenneth Faried,1367640,24,80,77,2178,447,0,0.65,238,446,96,70,69,135,193,1096,PF,58679000
Wilson Chandler,6344164,26,62,55,1927,307,0.348,0.724,58,236,114,46,31,79,193,846,SF,58679000
J.J. Hickson,5150000,25,69,52,1859,332,0,0.517,206,426,96,47,51,128,177,814,PF,58679000
Timofey Mozgov,4400000,27,82,30,1770,285,0.167,0.754,171,357,62,27,100,122,213,770,C,58679000
Evan Fournier,1422720,21,76,4,1503,228,0.376,0.756,34,168,112,34,7,100,179,638,SG,58679000
Darrell Arthur,3231683,25,68,1,1161,162,0.375,0.855,52,158,61,39,47,58,185,401,SF,58679000
Nate Robinson,2016000,29,44,1,866,164,0.377,0.835,21,60,112,36,4,58,92,457,PG,58679000
Quincy Miller,788872,21,52,16,789,94,0.319,0.709,36,111,26,22,32,48,70,257,PF,58679000
