Name,Salary,Age,GP,GS,MIN,FG%,3P%,FT%,OR,DR,AST,STL,BLK,TO,PF,PTS,Position,SalaryCap
Ramon Sessions,2077000,28,28,3,546,0.411,0.406,0.812,10,65,86,16,0,35,28,206,PG,63065000
Martell Webster,5381750,28,32,0,352,0.264,0.233,0.75,10,36,17,7,1,22,24,106,SF,63065000
DeJuan Blair,2000000,25,29,0,180,0.456,0,0.667,16,40,3,7,1,13,41,56,PF,63065000
Will Bynum,144468,32,7,0,67,0.323,0,0.5,2,4,18,1,1,8,9,22,SG,63065000
Glen Rice,400000,24,5,0,43,0.2,0.143,0.667,2,2,2,0,0,2,11,11,SG,63065000
Toure' Murry,96056,25,4,0,17,0.5,0,1,1,0,1,1,0,4,2,6,SG,63065000
Giannis Antetokounmpo,1873200,20,81,71,2541,0.491,0.159,0.741,100,442,207,73,85,173,254,1030,SG,63065000
Khris Middleton,915243,23,79,58,2378,0.467,0.407,0.859,48,299,182,122,11,113,183,1055,SF,63065000
Zaza Pachulia,5200000,30,73,45,1730,0.454,0,0.788,197,303,178,80,21,133,170,606,C,63065000
Jerryd Bayless,3000000,26,77,4,1717,0.426,0.308,0.883,22,189,233,59,12,133,163,598,PG,63065000
Jared Dudley,4250000,29,72,22,1717,0.468,0.385,0.716,45,175,130,72,11,62,113,518,SG,63065000
John Henson,1987320,24,67,11,1228,0.566,0,0.569,124,188,59,28,135,87,152,470,C,63065000
Michael Carter-Williams,2300040,23,25,25,758,0.429,0.143,0.78,21,78,140,51,12,79,64,353,PG,63065000
Jabari Parker,4930560,19,25,25,738,0.49,0.25,0.697,50,88,42,31,5,47,42,308,SF,63065000
Larry Sanders,11000000,26,27,26,586,0.5,0,0.5,67,99,23,26,39,28,104,196,C,63065000
Johnny O'Bryant,600000,21,34,15,368,0.367,0,0.444,26,38,17,5,4,25,44,100,PF,63065000
Tyler Ennis,1590720,20,25,1,353,0.35,0.27,0.6,6,22,59,18,3,34,33,99,PG,63065000
Miles Plumlee,1169880,26,19,0,189,0.492,0,0.375,17,29,7,6,11,6,12,61,C,63065000
Nate Wolters,816482,23,11,0,142,0.387,0,0.25,2,14,10,5,0,3,11,25,PG,63065000
Jorge Gutierrez,59686,26,10,1,131,0.556,0,0.7,5,13,15,5,0,9,16,37,PG,63065000
Chris Johnson,107674,24,8,0,128,0.4,0.278,1,2,9,5,5,2,0,7,31,SF,63065000
Kenyon Martin,414551,37,11,0,104,0.409,0,1,6,13,5,5,6,3,13,20,PF,63065000
Luol Deng,9714461,29,72,72,2421,0.469,0.355,0.761,103,273,139,65,22,108,109,1007,SF,63065000
Mario Chalmers,4000000,28,80,37,2368,0.403,0.294,0.774,24,182,307,122,10,173,251,813,PG,63065000
Dwyane Wade,15000000,33,62,62,1971,0.47,0.284,0.768,58,161,299,73,21,209,105,1331,SG,63065000
Chris Bosh,20644400,30,44,44,1556,0.46,0.375,0.772,46,264,95,41,25,95,69,928,C,63065000
Hassan Whiteside,769881,25,48,32,1142,0.628,0,0.5,145,337,6,27,123,58,129,564,C,63065000
Chris Andersen,5375000,36,60,20,1132,0.58,0.308,0.667,76,223,43,26,61,40,88,320,C,63065000
James Ennis,507336,24,62,3,1051,0.409,0.326,0.84,51,125,48,25,17,39,89,312,SF,63065000
Shabazz Napier,1238640,23,51,10,1012,0.382,0.364,0.786,17,96,130,40,4,81,76,261,PG,63065000
Udonis Haslem,2732000,34,62,25,995,0.448,0.2,0.703,71,187,46,21,13,41,113,261,PF,63065000
Goran Dragic,7500000,28,26,26,905,0.502,0.329,0.808,30,59,139,28,6,59,75,432,PG,63065000
Henry Walker,115422,27,24,13,628,0.345,0.341,0.778,7,75,29,24,9,24,76,175,SF,63065000
Tyler Johnson,507336,22,32,2,603,0.419,0.375,0.681,14,67,42,33,9,30,42,190,SG,63065000
Michael Beasley,330226,26,24,1,505,0.434,0.235,0.769,12,77,32,15,13,37,66,212,SF,63065000
Josh McRoberts,5305000,27,17,4,296,0.528,0.421,0.615,7,38,33,12,3,22,41,72,PF,63065000
Zoran Dragic,1962103,25,10,1,62,0.409,0.333,0.5,3,2,4,2,0,5,5,22,SG,63065000
Solomon Hill,1302840,23,82,78,2381,0.396,0.327,0.824,70,244,184,66,18,115,177,729,SF,63065000
Roy Hibbert,14898938,28,76,76,1926,0.446,0,0.824,156,384,84,18,125,107,216,802,C,63065000
David West,12000000,34,66,66,1895,0.471,0.2,0.739,108,341,223,48,48,120,160,769,PF,63065000
Rodney Stuckey,1227985,28,71,36,1874,0.44,0.39,0.819,36,212,219,56,10,118,131,896,PG,63065000
C.J. Miles,4205000,27,70,40,1841,0.398,0.345,0.807,18,196,75,60,26,73,132,942,SG,63065000
Luis Scola,4868499,34,81,16,1659,0.467,0.25,0.699,138,388,105,47,18,94,192,763,PF,63065000
C.J. Watson,2106720,30,57,21,1422,0.434,0.4,0.826,18,145,208,57,9,100,107,570,PG,63065000
George Hill,8000000,28,43,36,1267,0.477,0.358,0.79,25,154,220,44,14,69,111,692,PG,63065000
Ian Mahinmi,4000000,28,61,6,1146,0.552,0,0.304,105,251,33,30,46,59,172,265,C,63065000
Donald Sloan,948163,27,53,21,1107,0.408,0.313,0.779,12,131,190,23,0,65,47,391,PG,63065000
Lavoy Allen,948163,25,63,0,1070,0.472,0,0.702,123,200,73,15,42,40,102,315,PF,63065000
Damjan Rudez,1100000,28,68,2,1047,0.452,0.406,0.696,8,39,53,16,5,47,79,323,SF,63065000
Chris Copeland,3135000,30,50,12,828,0.361,0.311,0.733,23,88,51,11,11,59,78,309,SF,63065000
Shayne Whittington,507336,23,20,0,108,0.452,0.167,0.783,10,19,6,5,2,5,18,57,PF,63065000
Paul George,15925680,24,6,0,91,0.367,0.409,0.727,4,18,6,5,1,12,11,53,SF,63065000
Kentavious Caldwell-Pope,2772480,21,82,82,2587,0.401,0.345,0.696,46,209,109,93,18,94,161,1043,SG,63065000
Andre Drummond,2568360,21,82,82,2502,0.514,0,0.389,437,667,55,73,153,120,285,1130,C,63065000
Greg Monroe,5479934,24,69,57,2137,0.496,0,0.75,229,475,142,78,34,149,148,1098,PF,63065000
Jodie Meeks,6000000,27,60,0,1462,0.416,0.349,0.906,12,92,79,59,6,57,76,663,SG,63065000
Brandon Jennings,8000000,25,41,41,1173,0.401,0.36,0.839,21,83,272,44,4,90,64,632,PG,63065000
Anthony Tolliver,3000000,29,52,11,1160,0.423,0.36,0.794,45,147,49,20,15,40,117,402,PF,63065000
Josh Smith,14000000,29,28,28,896,0.391,0.243,0.468,52,150,132,37,48,72,82,367,PF,63065000
Reggie Jackson,2204370,24,27,27,870,0.436,0.337,0.796,28,98,248,20,4,95,73,476,PG,63065000
Tayshaun Prince,7707865,34,23,7,571,0.431,0.423,0.655,25,72,38,15,8,16,26,168,SF,63065000
Spencer Dinwiddie,700000,21,34,1,455,0.302,0.185,0.912,4,44,104,19,6,33,53,145,PG,63065000
Joel Anthony,3800000,32,49,0,406,0.581,0,0.682,32,61,5,12,49,12,55,87,C,63065000
John Lucas III,123827,32,21,0,272,0.404,0.31,1,4,12,60,8,0,16,18,98,PG,63065000
Cartier Martin,1145685,30,23,0,198,0.283,0.182,0,0,20,11,3,1,5,20,36,SF,63065000
Quincy Miller,107676,22,4,0,58,0.25,0.182,0,2,6,5,1,2,2,5,12,PF,63065000
Kyrie Irving,7070730,22,75,75,2730,0.468,0.415,0.863,55,182,389,114,20,186,146,1628,PG,63065000
Kevin Love,15719062,26,75,75,2532,0.434,0.367,0.804,142,589,168,51,39,122,140,1228,PF,63065000
LeBron James,20644400,30,69,69,2493,0.488,0.354,0.71,51,365,511,109,49,272,135,1743,SF,63065000
Tristan Thompson,5138430,23,82,15,2194,0.547,0,0.641,274,383,39,34,61,83,189,693,PF,63065000
J.R. Smith,6516000,29,46,45,1461,0.425,0.39,0.818,26,134,114,64,18,52,119,586,SG,63065000
Matthew Dellavedova,816482,24,67,13,1380,0.362,0.407,0.763,37,89,204,24,2,61,152,319,SG,63065000
Timofey Mozgov,4650000,28,46,45,1148,0.59,0,0.708,112,207,39,18,56,69,113,486,C,63065000
Shawn Marion,1448490,36,57,24,1101,0.446,0.261,0.765,64,138,51,27,27,33,58,276,SF,63065000
Iman Shumpert,2616975,24,38,1,920,0.41,0.338,0.667,33,110,57,51,13,49,71,272,SG,63065000
Mike Miller,2732000,34,52,15,701,0.325,0.327,0.75,4,87,46,14,4,23,74,109,SF,63065000
James Jones,1448490,34,57,2,669,0.368,0.36,0.848,9,53,24,13,8,13,67,250,SF,63065000
Anderson Varejao,9704595,32,26,26,636,0.555,0,0.733,57,113,35,19,16,35,58,255,C,63065000
Joe Harris,884879,23,51,1,493,0.4,0.369,0.6,7,34,26,7,2,27,62,136,SG,63065000
Kendrick Perkins,434547,30,17,0,167,0.488,0,0.5,11,30,8,2,4,21,27,44,C,63065000
Brendan Haywood,2213688,35,22,1,119,0.467,0,0.538,6,23,2,2,10,10,17,35,C,63065000
Gerald Henderson,6000000,27,80,72,2315,0.437,0.331,0.848,36,237,206,51,22,110,135,969,SG,63065000
Kemba Walker,3272091,24,62,58,2119,0.385,0.304,0.827,35,185,318,89,31,100,92,1075,PG,63065000
Marvin Williams,7000000,28,78,37,2035,0.424,0.358,0.713,58,328,100,69,36,60,146,577,PF,63065000
Al Jefferson,13666667,30,65,61,1992,0.481,0.4,0.655,99,449,113,47,84,68,139,1082,C,63065000
Michael Kidd-Gilchrist,5016960,21,55,52,1587,0.465,0,0.701,109,307,77,30,38,63,115,598,SF,63065000
Lance Stephenson,9000000,24,61,25,1573,0.376,0.171,0.627,39,238,240,38,8,128,134,501,SG,63065000
Cody Zeller,4030560,22,62,45,1487,0.461,1,0.774,97,265,100,34,49,62,156,472,C,63065000
Brian Roberts,2732000,29,72,10,1330,0.389,0,0.892,13,96,162,33,6,57,75,480,PG,63065000
Bismack Biyombo,3873398,22,64,21,1243,0.543,0,0.583,159,248,16,18,99,52,140,304,C,63065000
Jason Maxiell,1316809,31,61,0,878,0.422,0,0.577,86,117,19,18,44,29,96,203,PF,63065000
Mo Williams,3750000,32,27,14,831,0.39,0.337,0.892,9,67,163,16,6,70,59,465,PG,63065000
P.J. Hairston,1149720,22,45,2,687,0.323,0.301,0.861,22,70,21,21,13,22,61,254,SG,63065000
Jeffery Taylor,915243,25,29,13,430,0.395,0.306,0.634,14,39,22,12,1,19,36,127,SF,63065000
Noah Vonleh,2524200,19,25,0,259,0.395,0.385,0.692,28,58,4,4,9,11,20,83,PF,63065000
Troy Daniels,816482,23,11,0,135,0.458,0.472,0.857,2,6,5,3,1,7,12,77,SG,63065000
Jannero Pargo,1448490,35,9,0,73,0.429,0.409,1,0,3,8,0,0,3,8,41,PG,63065000
Pau Gasol,7128000,34,78,78,2681,0.494,0.462,0.803,220,699,210,25,147,158,147,1446,PF,63065000
Jimmy Butler,2008748,25,65,65,2513,0.462,0.378,0.834,114,265,212,114,36,93,108,1301,SG,63065000
Joakim Noah,12200000,29,67,67,2049,0.445,0,0.603,219,427,312,48,74,123,203,485,C,63065000
Aaron Brooks,1145685,30,82,21,1885,0.421,0.387,0.833,32,134,261,54,15,157,189,954,PG,63065000
Mike Dunleavy,3326235,34,63,63,1838,0.435,0.407,0.805,28,220,114,39,21,60,123,595,SF,63065000
Taj Gibson,8000000,29,62,17,1692,0.502,0,0.717,162,234,71,36,75,77,162,640,PF,63065000
Nikola Mirotic,5305000,23,82,3,1654,0.405,0.316,0.803,63,341,97,54,54,89,172,833,PF,63065000
Kirk Hinrich,2730000,34,66,22,1610,0.373,0.345,0.7,20,101,148,46,14,73,144,377,SG,63065000
Tony Snell,1472400,23,72,22,1412,0.429,0.371,0.8,31,145,62,32,11,48,86,435,SF,63065000
E'Twaun Moore,948163,25,56,0,504,0.446,0.342,0.6,12,34,33,20,6,14,45,149,SG,63065000
Doug McDermott,2277960,23,36,0,321,0.402,0.317,0.667,6,37,6,4,1,17,29,109,SF,63065000
Nazr Mohammed,1448490,37,23,0,128,0.433,0,0.333,11,27,3,4,5,7,16,27,C,63065000
Cameron Bairstow,507336,24,18,1,64,0.214,0,0.8,6,2,1,2,1,3,8,10,PF,63065000
Kyle Korver,6253521,33,75,75,2418,0.487,0.492,0.898,15,289,196,52,42,107,140,911,SG,63065000
Paul Millsap,9500000,29,73,73,2390,0.476,0.356,0.757,139,431,223,130,69,166,201,1218,PF,63065000
Al Horford,12000000,28,76,76,2318,0.538,0.306,0.759,131,413,244,68,98,100,121,1156,C,63065000
Jeff Teague,8000000,26,73,72,2228,0.46,0.343,0.862,30,154,513,125,31,205,139,1162,PG,63065000
DeMarre Carroll,2442455,28,70,69,2189,0.487,0.395,0.702,99,273,118,94,17,75,154,883,SF,63065000
Dennis Schroder,1690680,21,77,10,1516,0.427,0.351,0.827,29,135,317,49,4,150,127,768,PG,63065000
Kent Bazemore,2000000,25,75,10,1324,0.426,0.364,0.6,21,201,78,52,33,73,127,390,SG,63065000
Mike Scott,3333333,26,68,0,1123,0.444,0.344,0.792,45,154,75,25,3,39,83,529,PF,63065000
Pero Antic,1250000,32,63,3,1037,0.365,0.301,0.715,58,131,49,18,14,49,132,356,PF,63065000
Thabo Sefolosha,4150000,30,52,7,976,0.418,0.321,0.776,53,170,75,53,21,38,67,278,SF,63065000
Shelvin Mack,2433333,24,55,0,833,0.401,0.315,0.806,8,71,155,30,2,49,32,299,PG,63065000
Mike Muscala,816482,23,40,8,502,0.55,0.409,0.88,52,67,25,16,19,21,52,197,PF,63065000
Elton Brand,2000000,35,36,4,486,0.442,0,0.522,28,72,22,17,25,18,54,96,PF,63065000
John Jenkins,1312920,23,24,3,297,0.495,0.404,0.842,2,37,13,10,0,8,15,135,SG,63065000
Austin Daye,125104,26,8,0,76,0.385,0.357,0.5,4,10,8,4,2,5,9,26,SF,63065000
