Name,Salary,Age,GP,GS,MIN,FG%,3P%,FT%,OR,DR,AST,STL,BLK,TO,PF,PTS,Position,SalaryCap
Jabari Brown,44765,22,19,5,568,0.412,0.371,0.753,3,33,40,12,2,32,33,227,SG,63065000
Dwight Buycks,48028,25,6,0,123,0.45,0.636,0.9,2,10,14,3,0,12,3,52,PG,63065000
Xavier Henry,1082000,23,9,0,86,0.231,0,0.583,2,2,3,3,0,3,6,20,SF,63065000
Julius Randle,2997360,20,1,0,14,0.333,0,0,0,0,0,0,0,1,1,2,PF,63065000
Andrew Wiggins,5510640,19,82,82,2969,0.437,0.31,0.76,134,240,170,86,50,177,190,1387,SG,63065000
Gorgui Dieng,1413480,25,73,49,2193,0.506,0.167,0.783,223,386,146,71,126,126,188,710,C,63065000
Zach LaVine,2055840,19,77,40,1902,0.422,0.341,0.842,27,187,276,54,10,193,158,778,PG,63065000
Kevin Martin,6792500,31,39,36,1302,0.427,0.393,0.881,19,123,89,33,1,76,76,779,SG,63065000
Chase Budinger,5000000,26,67,4,1286,0.433,0.364,0.827,33,165,64,44,10,49,72,457,SF,63065000
Anthony Bennett,5563920,21,57,3,894,0.421,0.304,0.641,52,164,48,27,16,36,87,298,PF,63065000
Shabazz Muhammad,1971960,22,38,13,866,0.489,0.392,0.717,63,91,44,18,7,35,49,512,SG,63065000
Nikola Pekovic,12100000,29,31,29,815,0.424,0,0.837,89,145,27,19,12,42,59,386,C,63065000
Robbie Hummel,880000,25,45,4,742,0.459,0.314,0.828,31,103,27,16,9,18,86,198,SF,63065000
Adreian Payne,1855320,23,29,22,720,0.418,0.125,0.659,47,111,30,18,9,44,84,208,PF,63065000
Ricky Rubio,5070686,24,22,22,692,0.356,0.255,0.803,19,106,193,38,1,64,59,226,PG,63065000
Lorenzo Brown,283367,24,29,7,549,0.426,0.214,0.632,14,56,90,28,6,30,49,122,PG,63065000
Justin Hamilton,816482,24,17,9,423,0.513,0.333,0.825,33,53,24,19,25,18,37,153,C,63065000
Gary Neal,3250000,30,11,1,262,0.429,0.355,0.879,0,35,20,7,0,10,18,130,SG,63065000
Kevin Garnett,12000000,38,5,5,98,0.581,0,0.5,2,24,8,5,4,1,13,38,PF,63065000
Sean Kilpatrick,29843,25,4,0,72,0.35,0.308,1,1,5,4,3,0,2,3,22,SG,63065000
Arinze Onuaku,43226,27,6,1,68,0.857,0,0.375,7,14,4,1,3,2,6,27,C,63065000
Miroslav Raduljica,96100,27,5,0,23,0.375,0,1,2,3,0,1,0,2,8,8,C,63065000
Ty Lawson,11595506,27,75,75,2665,0.436,0.341,0.73,42,192,720,92,9,185,128,1143,PG,63065000
Wilson Chandler,6757913,27,78,75,2471,0.429,0.342,0.775,96,379,134,58,29,110,231,1085,SF,63065000
Kenneth Faried,2249768,25,75,71,2086,0.507,0.125,0.691,242,426,89,62,57,118,211,946,PF,63065000
Danilo Gallinari,10854850,26,59,27,1426,0.401,0.355,0.895,31,187,83,47,20,57,94,734,SF,63065000
J.J. Hickson,5381750,26,73,8,1411,0.475,0,0.577,150,302,57,36,35,96,136,552,C,63065000
Jusuf Nurkic,1762680,20,62,27,1103,0.446,0,0.636,125,257,50,52,68,86,207,426,C,63065000
Randy Foye,3135000,31,50,21,1087,0.368,0.357,0.818,9,76,119,34,11,60,97,435,SG,63065000
Darrell Arthur,3457149,26,58,4,988,0.404,0.236,0.78,53,118,57,48,26,47,146,382,PF,63065000
Gary Harris,1519200,20,55,6,719,0.304,0.204,0.745,21,43,29,39,7,38,71,188,SG,63065000
Jameer Nelson,2732000,32,34,5,702,0.45,0.354,0.579,16,50,125,25,4,61,70,327,PG,63065000
Will Barton,915243,24,28,0,683,0.443,0.284,0.81,23,105,54,34,15,44,50,307,SG,63065000
Erick Green,507336,23,43,1,410,0.377,0.298,0.833,7,24,39,12,0,14,26,146,PG,63065000
Joffrey Lauvergne,1790280,23,24,1,268,0.404,0.188,0.643,27,50,13,8,10,22,43,93,C,63065000
Ian Clark,816482,23,7,0,31,0.364,0.2,1,0,3,2,3,1,2,8,13,SG,63065000
Jamaal Franklin,19914,23,3,0,13,0.5,0.5,0,1,1,3,0,1,3,4,3,SG,63065000
Damian Lillard,3340920,24,82,82,2925,0.434,0.343,0.864,49,329,507,97,21,222,164,1720,PG,63065000
LaMarcus Aldridge,16006000,29,71,71,2512,0.466,0.352,0.845,177,549,124,48,68,122,125,1661,PF,63065000
Nicolas Batum,11765500,26,71,71,2380,0.4,0.324,0.857,62,354,341,78,40,132,106,664,SF,63065000
Wesley Matthews,7245640,28,60,60,2024,0.448,0.389,0.752,38,184,139,77,10,81,132,956,SG,63065000
Robin Lopez,6124728,26,59,59,1638,0.535,0,0.772,190,204,55,16,84,73,122,566,C,63065000
Steve Blake,2077000,34,81,0,1529,0.373,0.352,0.707,16,121,288,41,5,104,118,350,PG,63065000
Chris Kaman,4800000,32,74,13,1398,0.515,0,0.706,149,335,65,18,54,108,140,638,C,63065000
C.J. McCollum,2421000,23,62,3,973,0.436,0.396,0.699,14,77,64,43,8,48,81,424,SG,63065000
Meyers Leonard,2317920,22,55,7,847,0.51,0.42,0.938,46,204,32,10,14,39,113,327,C,63065000
Arron Afflalo,7750000,29,25,19,752,0.414,0.4,0.851,6,61,28,9,2,33,59,264,SG,63065000
Allen Crabbe,862000,22,51,9,683,0.412,0.353,0.75,7,66,39,19,15,15,74,168,SG,63065000
Joel Freeland,3013512,27,48,8,617,0.49,0,0.84,62,129,16,9,23,23,93,169,C,63065000
Dorell Wright,3150000,29,48,2,592,0.379,0.38,0.81,14,97,41,20,11,18,55,219,SF,63065000
Alonzo Gee,1063384,27,15,2,151,0.429,0.273,0.5,8,16,6,7,1,8,16,51,SF,63065000
Tim Frazier,50734,24,5,0,68,0.444,0.333,0.833,2,7,17,2,0,7,10,23,PG,63065000
Russell Westbrook,15719062,26,67,67,2302,0.426,0.299,0.835,124,364,574,140,14,293,184,1886,PG,63065000
Serge Ibaka,12350000,25,64,64,2116,0.476,0.376,0.836,135,364,55,30,155,97,194,917,PF,63065000
Anthony Morrow,3200000,29,74,0,1806,0.463,0.434,0.888,40,155,60,54,11,38,135,790,SG,63065000
Steven Adams,2184960,21,70,67,1771,0.544,0,0.502,199,324,66,38,86,99,222,537,C,63065000
Dion Waiters,4062000,23,47,20,1422,0.392,0.319,0.625,29,106,89,46,11,63,96,595,SG,63065000
Andre Roberson,1160880,23,67,65,1286,0.458,0.247,0.479,60,195,70,53,29,46,141,228,SG,63065000
Nick Collison,2242003,34,66,2,1101,0.419,0.267,0.692,90,160,90,35,25,45,156,273,PF,63065000
Kevin Durant,18995624,26,27,27,913,0.51,0.403,0.854,16,162,110,24,25,74,40,686,SF,63065000
Enes Kanter,5694674,22,26,26,809,0.566,0.75,0.776,130,157,29,13,13,52,75,485,C,63065000
D.J. Augustin,3000000,27,28,1,677,0.371,0.354,0.861,7,54,88,16,1,35,32,203,PG,63065000
Jeremy Lamb,2202000,22,47,8,633,0.416,0.342,0.891,8,99,44,21,6,27,52,295,SG,63065000
Perry Jones,1129200,23,43,13,631,0.397,0.233,0.649,6,70,18,17,8,24,50,184,SF,63065000
Mitch McGary,1400040,22,32,2,485,0.533,0,0.625,53,112,14,16,16,31,72,201,PF,63065000
Kyle Singler,1090000,26,26,18,456,0.333,0.37,0.688,10,45,18,14,7,13,55,95,SF,63065000
Sebastian Telfair,915243,29,16,1,327,0.368,0.3,0.706,2,28,45,10,0,18,29,134,PG,63065000
Steve Novak,3445946,31,13,0,88,0.286,0.2,0,1,5,5,0,1,2,10,15,PF,63065000
Victor Oladipo,4978200,22,72,71,2573,0.436,0.339,0.819,51,251,295,120,19,204,187,1292,SG,63065000
Nikola Vucevic,2751260,24,74,74,2529,0.523,0.333,0.752,238,572,147,54,54,148,220,1428,C,63065000
Elfrid Payton,2397840,20,82,63,2489,0.425,0.262,0.551,107,242,533,142,20,203,193,731,PG,63065000
Tobias Harris,2380594,22,68,63,2369,0.466,0.364,0.788,73,357,124,69,36,115,134,1164,SF,63065000
Channing Frye,8175476,31,75,51,1870,0.392,0.393,0.886,27,266,94,47,39,78,191,549,PF,63065000
Evan Fournier,1483920,22,58,32,1661,0.44,0.378,0.728,28,125,120,40,2,82,116,698,SG,63065000
Willie Green,1448490,33,52,2,951,0.386,0.347,0.824,14,65,68,26,5,48,81,306,SG,63065000
Dewayne Dedmon,816482,25,59,15,845,0.562,0,0.531,118,177,9,16,50,51,141,216,C,63065000
Kyle O'Quinn,915243,24,51,17,824,0.492,0.279,0.772,46,153,59,31,39,55,110,294,PF,63065000
Aaron Gordon,3992040,19,47,8,797,0.447,0.271,0.721,46,123,33,21,22,38,83,243,PF,63065000
Ben Gordon,4500000,31,56,0,790,0.437,0.361,0.836,6,57,50,14,1,55,60,349,SG,63065000
Luke Ridnour,2750000,33,47,0,683,0.426,0.317,0.857,8,60,96,20,4,38,67,188,PG,63065000
Maurice Harkless,1887840,21,45,4,674,0.399,0.179,0.537,38,68,25,32,9,27,66,158,SF,63065000
Andrew Nicholson,1545840,25,40,3,492,0.437,0.317,0.6,17,65,22,6,12,24,51,194,PF,63065000
Devyn Marble,884879,22,16,7,208,0.318,0.182,0.313,5,26,17,9,2,9,14,37,SG,63065000
Marc Gasol,15829688,30,81,81,2687,0.494,0.176,0.795,115,515,307,70,131,176,208,1413,C,63065000
Courtney Lee,5450000,29,77,74,2354,0.448,0.402,0.86,21,157,151,75,12,78,129,777,SG,63065000
Zach Randolph,16500000,33,71,71,2304,0.487,0.35,0.765,225,522,153,69,14,156,175,1143,PF,63065000
Mike Conley,8894216,27,70,70,2225,0.446,0.386,0.859,29,180,375,89,14,156,139,1107,PG,63065000
Tony Allen,4831461,33,63,41,1648,0.495,0.345,0.627,103,177,86,129,30,86,166,539,SG,63065000
Beno Udrih,2077000,32,79,12,1494,0.487,0.268,0.853,20,123,220,46,8,89,88,605,PG,63065000
Jeff Green,9445000,28,45,37,1361,0.427,0.362,0.825,43,144,81,26,21,52,81,588,SF,63065000
Kosta Koufos,3000000,25,81,3,1348,0.508,0,0.647,121,305,37,29,63,69,148,419,C,63065000
Vince Carter,3911981,38,66,1,1091,0.333,0.297,0.789,27,106,79,43,14,43,102,384,SG,63065000
Nick Calathes,816482,25,58,0,838,0.421,0.256,0.533,19,87,146,63,5,61,100,243,SG,63065000
Jon Leuer,967500,25,63,6,824,0.443,0.241,0.627,50,157,46,17,9,35,86,286,PF,63065000
JaMychal Green,59686,24,20,1,139,0.575,0,0.8,16,23,4,5,3,12,19,54,PF,63065000
Jarnell Stokes,725000,21,19,2,126,0.568,0,0.536,16,18,4,5,5,7,25,57,PF,63065000
Russ Smith,816482,23,6,0,36,0.4,0.2,0.923,1,2,6,3,0,5,7,25,PG,63065000
Tyrus Thomas,72234,28,2,0,7,1,0,1,0,0,1,0,0,0,0,4,PF,63065000
Tyreke Evans,10763500,25,79,76,2690,0.447,0.304,0.694,82,334,521,100,37,246,198,1313,SG,63065000
Anthony Davis,5607240,21,68,68,2455,0.535,0.083,0.805,173,523,149,100,200,95,141,1656,PF,63065000
Eric Gordon,14898938,26,61,60,2018,0.411,0.448,0.805,28,131,229,50,14,122,145,818,SG,63065000
Omer Asik,8374646,28,76,76,1982,0.517,0,0.582,244,504,72,29,54,95,144,557,C,63065000
Ryan Anderson,8491500,26,61,5,1675,0.399,0.34,0.854,108,187,55,33,20,62,113,833,PF,63065000
Dante Cunningham,831942,27,66,27,1652,0.457,0.1,0.617,70,186,50,46,37,35,101,340,PF,63065000
Jrue Holiday,9904495,24,40,37,1303,0.446,0.378,0.855,32,103,274,63,23,91,110,592,PG,63065000
Quincy Pondexter,3146068,26,45,28,1253,0.449,0.433,0.758,33,105,66,14,19,41,103,404,SF,63065000
Alexis Ajinca,981084,26,68,8,957,0.55,0,0.818,104,211,47,21,51,69,151,443,C,63065000
Luke Babbitt,981084,25,63,19,830,0.479,0.513,0.684,12,99,24,17,11,26,63,256,SF,63065000
Norris Cole,2038206,26,28,2,683,0.444,0.378,0.743,1,50,90,15,7,41,49,278,PG,63065000
Jimmer Fredette,948163,25,50,0,509,0.38,0.188,0.956,8,32,58,15,2,33,43,178,PG,63065000
Jeff Withey,816482,24,37,0,259,0.5,0,0.68,23,41,11,4,18,12,26,98,C,63065000
Toney Douglas,268974,28,12,0,177,0.373,0.278,0.615,2,20,24,11,4,10,20,51,PG,63065000
Nate Wolters,96056,23,10,0,105,0.308,0,0.5,6,12,11,3,2,10,7,17,PG,63065000
Elliot Williams,107676,25,8,0,77,0.333,0.273,0,0,5,8,2,0,0,11,19,SG,63065000
Gal Mekel,633974,26,4,0,43,0.15,0,0,0,1,13,2,0,2,1,6,PG,63065000
Darius Miller,400000,24,5,1,43,0.143,0,0,0,1,2,1,0,1,8,2,SF,63065000
Eric Bledsoe,12173913,25,81,81,2800,0.447,0.324,0.8,72,351,493,127,45,274,189,1377,PG,63065000
Markieff Morris,2989239,25,82,82,2581,0.465,0.318,0.763,110,396,192,101,39,170,245,1258,PF,63065000
P.J. Tucker,5700000,29,78,63,2383,0.438,0.345,0.727,114,388,122,107,23,96,179,713,SF,63065000
Marcus Morris,2943221,25,81,35,2045,0.434,0.358,0.628,73,312,133,63,16,73,188,845,PF,63065000
Alex Len,3649920,21,69,44,1518,0.507,0.333,0.702,142,312,32,34,105,74,213,432,C,63065000
Gerald Green,3500000,29,74,4,1446,0.416,0.354,0.825,33,153,91,42,12,104,145,884,SG,63065000
Brandan Wright,5000000,27,40,7,858,0.58,0,0.667,70,124,23,32,47,16,54,280,PF,63065000
T.J. Warren,1953120,21,40,1,614,0.528,0.238,0.737,41,44,25,18,9,27,51,245,SF,63065000
Archie Goodwin,1112280,20,41,2,535,0.393,0.293,0.735,27,47,44,18,9,48,55,231,SG,63065000
Brandon Knight,3553917,23,11,9,347,0.357,0.313,0.828,2,21,49,6,1,23,21,147,SG,63065000
Earl Barron,107676,33,16,1,143,0.308,0.5,0.5,14,14,5,4,2,5,26,32,C,63065000
Marcus Thornton,8575000,27,9,0,81,0.325,0.105,0.8,4,9,2,6,0,5,3,32,SG,63065000
Reggie Bullock,1200720,23,11,0,75,0.063,0,0.5,1,9,2,1,2,2,2,4,SF,63065000
A.J. Price,62552,28,5,0,44,0.214,0,0,0,3,6,0,0,1,5,6,PG,63065000
Jerel McNeal,29843,27,6,0,36,0.273,0.5,1,0,3,2,3,1,5,5,9,PG,63065000
Seth Curry,48028,24,2,0,8,0,0,0,0,2,1,0,0,0,2,0,PG,63065000
Ben McLemore,507336,21,82,82,2670,0.437,0.358,0.813,31,210,140,77,19,138,219,996,SG,63065000
Rudy Gay,19317325,28,68,67,2408,0.455,0.359,0.858,98,301,250,71,41,183,157,1432,SF,63065000
DeMarcus Cousins,13701250,24,59,59,2013,0.467,0.25,0.782,185,562,210,90,103,254,241,1421,C,63065000
Jason Thompson,6037500,28,81,63,1991,0.47,0,0.622,139,391,85,33,57,84,239,491,PF,63065000
Darren Collison,4797664,27,45,45,1565,0.473,0.373,0.788,19,124,252,67,14,112,95,725,PG,63065000
Derrick Williams,6331404,23,74,6,1462,0.447,0.314,0.684,41,161,50,34,4,56,67,617,PF,63065000
Ray McCallum,816482,23,68,30,1436,0.438,0.306,0.679,52,128,188,45,11,85,92,503,PG,63065000
Omri Casspi,1063384,26,67,19,1416,0.489,0.402,0.733,54,206,102,31,9,88,107,593,SF,63065000
Carl Landry,6500000,31,70,15,1192,0.515,0,0.82,99,169,26,15,17,54,132,503,PF,63065000
Nik Stauskas,2745840,21,73,1,1127,0.365,0.322,0.859,11,77,67,20,17,40,92,319,SG,63065000
Reggie Evans,1768653,34,47,7,764,0.423,0,0.619,97,202,32,22,5,45,91,176,PF,63065000
Andre Miller,4625000,38,30,0,622,0.459,0.231,0.789,16,60,141,18,4,58,47,172,PG,63065000
Ryan Hollins,1316809,30,46,9,441,0.646,0,0.574,36,67,14,6,19,25,65,137,C,63065000
Quincy Miller,107676,22,6,0,61,0.222,0.143,0.727,2,10,3,6,3,3,4,17,PF,63065000
David Stockton,29843,23,3,0,33,0.333,0.5,0.5,0,2,9,2,0,4,1,8,PG,63065000
David Wear,29843,24,2,0,7,0,0,0,2,0,1,0,0,0,1,0,PF,63065000
Sim Bhullar,29843,22,3,0,3,0.5,0,0,0,1,1,0,1,0,0,2,C,63065000
Eric Moreland,507336,23,3,0,2,1,0,0,0,1,0,0,0,0,1,2,PF,63065000
Danny Green,4025000,27,81,80,2312,0.436,0.418,0.874,54,289,158,101,87,93,163,946,SG,63065000
Tim Duncan,10000000,38,77,77,2227,0.512,0.286,0.74,170,534,230,63,151,131,165,1070,PF,63065000
Kawhi Leonard,2894059,23,64,64,2033,0.479,0.349,0.802,85,376,161,148,48,97,128,1057,SF,63065000
Boris Diaw,7500000,32,81,15,1984,0.46,0.32,0.774,78,270,233,36,23,126,148,708,PF,63065000
Tony Parker,12500000,32,68,68,1953,0.486,0.427,0.783,15,114,335,44,2,146,108,976,PG,63065000
Manu Ginobili,7000000,37,70,0,1587,0.426,0.345,0.721,28,183,293,67,20,154,138,738,SG,63065000
Cory Joseph,2023261,23,79,14,1444,0.504,0.364,0.734,44,148,188,46,17,67,105,535,PG,63065000
Marco Belinelli,2873750,28,62,9,1388,0.423,0.374,0.848,26,131,94,31,3,61,85,568,SG,63065000
Aron Baynes,2077000,28,70,17,1122,0.566,0.25,0.865,109,209,35,16,22,65,162,461,C,63065000
Tiago Splitter,9250000,30,52,35,1030,0.558,0,0.75,91,161,78,35,37,60,103,428,C,63065000
Matt Bonner,1448490,34,72,19,935,0.409,0.365,0.811,29,86,47,10,12,11,65,264,PF,63065000
Patrick Mills,3842105,26,51,0,801,0.381,0.341,0.825,21,54,87,28,2,35,58,351,PG,63065000
Jeff Ayres,1828750,27,51,0,383,0.579,0,0.75,37,80,14,8,8,26,60,137,PF,63065000
Kyle Anderson,1093680,21,33,8,358,0.348,0.273,0.643,5,67,28,15,7,10,28,74,PF,63065000
Austin Daye,1063384,26,26,4,268,0.348,0.333,1,6,55,9,8,3,18,30,103,SF,63065000
Reggie Williams,125104,28,20,0,105,0.385,0.158,1,5,12,10,1,0,2,12,37,SF,63065000
John Wall,15751950,24,79,79,2837,0.445,0.3,0.785,36,330,792,138,45,304,180,1387,PG,63065000
Marcin Gortat,11217391,30,82,82,2453,0.566,0,0.703,180,537,97,49,110,100,191,1001,C,63065000
Bradley Beal,5694674,21,63,59,2107,0.427,0.409,0.783,57,184,194,76,18,123,136,962,SG,63065000
Nene Hilario,13000000,32,67,58,1693,0.511,0.2,0.604,84,261,123,66,22,124,180,737,PF,63065000
Rasual Butler,1448490,35,75,1,1505,0.422,0.387,0.791,27,170,63,29,22,48,98,580,SG,63065000
Otto Porter,4470480,21,74,13,1432,0.45,0.337,0.734,70,151,65,44,30,52,97,445,SF,63065000
Kris Humphries,4300000,29,64,17,1345,0.473,0,0.744,118,298,57,34,25,46,130,509,PF,63065000
Kevin Seraphin,3898692,25,79,0,1235,0.513,0,0.707,87,201,59,10,59,98,197,520,C,63065000
Drew Gooden,1448000,33,51,7,864,0.399,0.39,0.773,72,151,49,21,9,28,91,277,PF,63065000
Garrett Temple,981084,28,52,18,735,0.4,0.375,0.729,24,66,56,42,9,34,76,204,SG,63065000
