Name,Salary,Age,GP,GS,MIN,FG%,3P%,FT%,OR,DR,AST,STL,BLK,TO,PF,PTS,Position,SalaryCap
Matt Bonner,1499187,35,30,2,206,0.509,0.441,0.75,3,24,9,6,1,3,16,76,C,70000000
Andre Miller,396844,39,13,4,181,0.479,0.25,0.692,6,21,29,7,0,12,14,56,PG,70000000
John Wall,15851950,25,77,77,2784,0.424,0.351,0.791,42,337,789,145,59,318,159,1531,PG,70000000
Otto Porter,4662960,22,75,73,2276,0.473,0.367,0.754,97,294,120,105,32,70,163,871,SF,70000000
Marcin Gortat,11217391,31,75,74,2256,0.567,0,0.705,222,519,106,47,96,121,193,1012,C,70000000
Jared Dudley,4250000,30,81,41,2098,0.478,0.42,0.735,54,232,170,75,18,80,190,638,PF,70000000
Garrett Temple,1100602,29,80,43,1951,0.398,0.345,0.728,36,176,140,69,18,64,195,582,SF,70000000
Bradley Beal,5694674,22,55,35,1708,0.449,0.387,0.767,41,147,162,54,11,112,117,958,SG,70000000
Ramon Sessions,2170465,29,82,5,1667,0.473,0.324,0.756,25,178,239,46,5,115,102,810,PG,70000000
Nene Hilario,13000000,33,57,11,1094,0.544,0,0.578,52,207,97,54,26,76,156,525,PF,70000000
Gary Neal,2100000,31,40,2,807,0.465,0.41,0.855,11,72,47,20,1,29,55,390,PG,70000000
Markieff Morris,8000000,26,27,21,712,0.467,0.316,0.764,30,128,37,25,17,45,80,335,PF,70000000
Kelly Oubre,1920240,20,63,9,671,0.427,0.316,0.633,25,108,13,22,7,34,100,236,SF,70000000
Drew Gooden,3300000,34,30,0,305,0.32,0.171,0.643,28,57,13,8,11,13,40,82,PF,70000000
Marcus Thornton,251107,28,14,2,224,0.393,0.333,0.762,7,28,19,13,1,11,17,118,SG,70000000
Alan Anderson,4000000,33,13,0,192,0.356,0.324,0.733,1,26,14,4,1,2,25,65,SG,70000000
Jarell Eddie,561716,24,26,0,147,0.308,0.319,1,2,21,5,5,1,1,5,63,SF,70000000
J.J. Hickson,366337,27,15,0,131,0.543,0,0.432,17,28,7,5,2,9,12,69,C,70000000
Ryan Hollins,176375,31,5,3,48,0.571,0,0,7,4,0,0,1,3,4,8,C,70000000
Kemba Walker,12000000,25,81,81,2885,0.427,0.371,0.847,56,301,421,127,39,171,111,1689,PG,70000000
Nicolas Batum,12235750,27,70,70,2448,0.426,0.348,0.849,55,373,403,65,43,205,114,1046,SF,70000000
Marvin Williams,7000000,29,81,81,2338,0.452,0.402,0.833,127,394,110,58,77,62,133,948,PF,70000000
Jeremy Lin,2100000,27,78,13,2048,0.412,0.336,0.815,42,211,235,58,42,150,165,914,SG,70000000
Cody Zeller,4204200,23,73,60,1774,0.529,0.1,0.754,138,317,71,57,63,68,204,638,C,70000000
Frank Kaminsky,2612500,22,81,3,1708,0.41,0.337,0.73,69,266,98,38,43,59,126,606,C,70000000
Jeremy Lamb,3034356,23,66,0,1227,0.451,0.309,0.727,44,208,77,42,30,50,105,580,SG,70000000
Al Jefferson,13833333,31,47,18,1096,0.485,0,0.649,57,244,70,30,41,34,117,562,C,70000000
Spencer Hawes,5543725,27,57,6,1035,0.405,0.373,0.831,51,193,109,22,27,58,111,340,PF,70000000
Courtney Lee,5675000,30,28,28,845,0.445,0.392,0.885,10,77,60,33,12,23,55,250,SG,70000000
Troy Daniels,947276,24,43,0,476,0.476,0.484,0.556,7,50,21,11,3,24,40,242,SG,70000000
Tyler Hansbrough,1185784,30,44,0,343,0.451,0.667,0.585,40,49,8,12,7,12,55,104,PF,70000000
Michael Kidd-Gilchrist,6331404,22,7,7,205,0.541,0.429,0.69,12,33,9,3,3,8,9,89,SF,70000000
Aaron Harrison,525093,21,21,0,93,0.263,0.3,0.417,4,11,2,6,0,4,10,18,SG,70000000
Jorge Gutierrez,190000,27,12,0,63,0.545,0,0.909,0,7,17,3,0,6,3,22,PG,70000000
Paul Millsap,19000000,30,81,81,2647,0.47,0.319,0.757,198,534,265,147,139,191,237,1385,PF,70000000
Al Horford,12000000,29,82,82,2631,0.505,0.344,0.798,148,448,263,68,122,107,163,1249,C,70000000
Kyle Korver,5746479,34,80,80,2401,0.435,0.398,0.833,14,246,164,60,35,98,161,739,SG,70000000
Jeff Teague,8000000,27,79,78,2255,0.439,0.4,0.837,33,181,470,97,24,218,167,1239,PG,70000000
Kent Bazemore,2000000,26,75,68,2083,0.441,0.357,0.815,28,351,171,98,38,138,176,872,SF,70000000
Thabo Sefolosha,4000000,31,75,11,1758,0.505,0.339,0.626,52,282,107,85,37,68,109,480,SF,70000000
Dennis Schroder,1763400,22,80,6,1621,0.421,0.322,0.791,25,179,349,70,9,183,138,879,PG,70000000
Mike Scott,3333333,27,75,0,1146,0.468,0.392,0.794,53,153,78,25,17,42,102,464,PF,70000000
Tim Hardaway,1304520,23,51,1,864,0.43,0.338,0.893,7,79,51,21,7,23,48,326,SG,70000000
Tiago Splitter,8500000,31,36,2,579,0.523,0,0.813,45,75,30,20,12,24,71,201,C,70000000
Mike Muscala,947276,24,60,0,565,0.5,0.308,0.795,38,79,34,13,27,27,71,195,PF,70000000
Lamar Patterson,525093,24,35,0,395,0.35,0.245,0.727,4,46,39,9,2,23,45,84,SG,70000000
Kris Humphries,388025,30,21,0,295,0.465,0.258,0.711,20,51,13,10,7,14,44,134,PF,70000000
Kirk Hinrich,2870000,35,11,0,76,0.182,0.167,0,1,11,14,2,1,3,1,5,PG,70000000
Walter Tavares,1000000,23,11,0,73,0.579,0,0.375,7,14,3,1,6,5,8,25,C,70000000
Luol Deng,10151612,30,74,73,2394,0.454,0.342,0.755,108,335,140,74,29,81,122,911,PF,70000000
Goran Dragic,14780000,29,72,72,2363,0.477,0.312,0.727,54,223,419,71,17,185,188,1018,PG,70000000
Dwyane Wade,20000000,34,74,73,2258,0.456,0.159,0.793,82,220,344,79,42,203,116,1409,SG,70000000
Justise Winslow,2481720,19,78,8,2232,0.422,0.276,0.684,81,322,117,68,26,95,184,502,SF,70000000
Hassan Whiteside,981348,26,73,43,2125,0.606,0,0.65,238,627,30,44,269,137,201,1040,C,70000000
Chris Bosh,22192730,31,53,53,1778,0.467,0.365,0.795,48,342,128,36,34,78,101,1010,PF,70000000
Gerald Green,1356000,30,69,14,1557,0.392,0.323,0.783,25,138,56,38,19,46,123,616,SG,70000000
Josh Richardson,5543725,22,52,2,1107,0.452,0.461,0.667,21,86,73,36,25,35,107,341,PF,70000000
Tyler Johnson,845059,23,36,5,863,0.488,0.386,0.797,28,81,79,24,14,47,66,314,SF,70000000
Joe Johnson,414481,34,24,24,769,0.518,0.417,0.765,15,53,86,21,2,43,46,321,SF,70000000
Amar'e Stoudemire,1499187,33,52,36,762,0.566,0,0.746,65,157,27,18,41,47,92,300,C,70000000
Josh McRoberts,5543725,28,42,1,595,0.372,0.245,0.7,22,83,81,18,7,30,68,150,PF,70000000
Beno Udrih,2170465,33,36,5,587,0.434,0.333,0.882,6,57,90,11,0,42,40,158,PG,70000000
Udonis Haslem,2854940,35,37,0,260,0.377,0.111,0.75,10,65,14,5,2,5,25,59,PF,70000000
Briante Weber,12355,23,1,0,3,1,0,0,0,1,1,0,0,0,1,2,PG,70000000
Khris Middleton,15000000,24,79,79,2852,0.444,0.396,0.888,44,258,331,131,19,180,204,1434,SG,70000000
Giannis Antetokounmpo,1953960,21,80,79,2823,0.506,0.257,0.724,113,499,345,94,113,208,258,1350,PG,70000000
Jabari Parker,5152440,20,76,72,2408,0.493,0.257,0.768,123,272,130,69,29,116,154,1070,PF,70000000
Greg Monroe,16400000,25,79,67,2314,0.522,0,0.74,218,478,178,72,67,129,163,1210,C,70000000
Michael Carter-Williams,2399040,24,54,37,1649,0.452,0.273,0.654,48,228,281,80,41,153,162,623,PG,70000000
Jerryd Bayless,3000000,27,52,18,1505,0.423,0.437,0.778,21,120,163,47,11,73,111,541,SG,70000000
O.J. Mayo,8000000,28,41,24,1090,0.371,0.321,0.775,13,92,118,48,8,72,126,321,SG,70000000
Rashad Vaughn,1733040,19,70,6,1001,0.305,0.293,0.8,11,77,39,29,16,28,73,217,SG,70000000
John Henson,2943221,25,57,1,959,0.564,0,0.59,87,134,54,18,109,64,131,397,C,70000000
Miles Plumlee,2109294,27,61,14,870,0.601,0,0.576,94,138,16,21,50,40,73,314,C,70000000
Johnny O'Bryant,845059,22,66,4,857,0.411,1,0.675,65,111,32,18,8,31,100,200,PF,70000000
Tyler Ennis,1662360,21,46,7,654,0.449,0.333,0.735,13,62,95,25,1,46,64,206,PG,70000000
Greivis Vasquez,6600000,29,23,0,460,0.326,0.247,0.846,5,42,91,10,0,40,42,130,PG,70000000
Damien Inglis,855000,20,20,1,156,0.351,0.231,0.875,2,29,10,6,3,11,11,36,SF,70000000
Jared Cunningham,57726,24,4,0,55,0.286,0.286,0.857,0,9,1,2,0,3,4,16,PG,70000000
Steve Novak,416886,32,3,0,20,0.333,0.333,1,0,1,0,0,0,0,2,7,PF,70000000
Jimmy Butler,15260000,26,67,67,2474,0.455,0.311,0.832,79,279,321,110,43,132,124,1399,SG,70000000
Pau Gasol,7448760,35,72,72,2291,0.469,0.348,0.792,155,638,294,42,146,164,148,1187,C,70000000
Derrick Rose,20093063,27,66,66,2097,0.427,0.293,0.793,46,179,311,44,14,175,84,1080,PG,70000000
Taj Gibson,8500000,30,73,55,1936,0.525,0,0.692,206,298,106,47,77,78,180,627,PF,70000000
Doug McDermott,2380440,24,81,4,1861,0.452,0.425,0.857,37,158,59,14,6,53,127,764,SF,70000000
Tony Snell,1535880,24,64,33,1301,0.372,0.361,0.909,19,180,63,16,17,52,100,338,SF,70000000
E'Twaun Moore,1015421,26,59,22,1263,0.481,0.452,0.629,19,114,99,37,18,53,103,443,SG,70000000
Aaron Brooks,2000000,31,69,0,1108,0.401,0.357,0.766,21,80,180,30,10,82,132,491,PG,70000000
Bobby Portis,1391160,20,62,4,1102,0.427,0.308,0.727,123,214,52,25,22,54,100,436,PF,70000000
Mike Dunleavy,4500000,35,31,30,703,0.41,0.394,0.784,8,75,39,14,10,26,66,222,SF,70000000
Joakim Noah,13400000,30,29,2,635,0.383,0,0.489,87,168,110,18,29,52,77,124,C,70000000
Justin Holiday,947300,26,27,4,510,0.413,0.433,0.815,8,55,45,19,15,26,40,176,SG,70000000
Cristiano Felicio,525090,23,31,4,321,0.556,0,0.714,30,72,26,6,13,13,31,105,C,70000000
Cameron Bairstow,845059,25,18,2,103,0.325,0.2,0.875,4,24,6,2,3,4,19,34,C,70000000
Marcus Morris,5000000,26,80,80,2856,0.434,0.362,0.749,91,313,201,67,23,140,170,1131,SF,70000000
Kentavious Caldwell-Pope,2891760,22,76,76,2789,0.42,0.309,0.811,70,212,138,110,17,105,167,1105,SG,70000000
Andre Drummond,3272091,22,81,81,2665,0.521,0.333,0.355,395,803,67,119,112,155,245,1314,C,70000000
Reggie Jackson,14000000,25,79,79,2424,0.434,0.353,0.864,58,195,492,59,11,223,187,1489,SF,70000000
Stanley Johnson,2841960,19,73,6,1687,0.375,0.307,0.784,58,248,118,55,12,114,178,593,SF,70000000
Anthony Tolliver,3000000,30,72,5,1341,0.386,0.36,0.617,39,190,52,26,16,28,86,383,PF,70000000
Aron Baynes,6500000,29,81,1,1233,0.505,0,0.764,140,244,51,21,52,67,151,514,C,70000000
Steve Blake,2170460,35,58,2,986,0.388,0.344,0.8,9,80,200,24,5,81,70,254,PG,70000000
Tobias Harris,16000000,23,27,25,903,0.477,0.375,0.911,25,143,70,18,12,30,62,447,PF,70000000
Reggie Bullock,1252440,24,37,0,429,0.439,0.415,0.933,14,54,27,10,2,8,29,122,SF,70000000
Darrun Hilliard,525093,22,38,2,383,0.397,0.38,0.725,5,40,27,9,1,19,28,152,SG,70000000
Spencer Dinwiddie,845059,22,12,0,159,0.352,0.1,0.576,4,13,22,3,0,7,20,58,PG,70000000
Joel Anthony,2500000,33,19,0,96,0.6,0,0.75,8,13,1,2,12,2,15,18,C,70000000
Jodie Meeks,6270000,28,3,0,43,0.35,0.444,1,1,4,3,0,0,1,2,22,SG,70000000
Justin Harper,99418,26,5,0,35,0.4,0.444,0.5,0,1,0,1,0,2,3,13,PF,70000000
Paul George,17120106,25,81,81,2819,0.418,0.371,0.86,79,484,329,152,29,265,230,1874,SF,70000000
Monta Ellis,10300000,30,81,81,2734,0.427,0.309,0.786,42,229,383,150,37,203,174,1121,SG,70000000
George Hill,8000000,29,74,73,2524,0.441,0.408,0.76,58,240,259,83,17,101,149,894,PG,70000000
Ian Mahinmi,4000000,29,71,71,1816,0.589,0,0.587,138,369,104,65,75,100,220,660,C,70000000
Lavoy Allen,3700000,26,79,28,1599,0.516,0,0.63,162,262,76,26,42,69,147,428,PF,70000000
Jordan Hill,4000000,28,73,11,1513,0.506,0,0.712,156,295,87,36,37,92,155,645,C,70000000
C.J. Miles,4394225,28,64,24,1464,0.409,0.367,0.75,25,150,63,53,29,70,142,753,SF,70000000
Myles Turner,2357760,19,60,30,1367,0.498,0.214,0.727,68,264,41,25,86,67,158,619,C,70000000
Rodney Stuckey,6500000,29,58,1,1275,0.413,0.241,0.829,19,137,142,43,8,76,77,517,PG,70000000
Solomon Hill,1358880,24,59,3,866,0.447,0.324,0.857,39,127,57,37,11,33,68,246,SF,70000000
Chase Budinger,5000000,27,49,2,729,0.418,0.29,0.708,31,90,49,29,9,31,46,216,SF,70000000
Glenn Robinson,845000,22,45,4,508,0.43,0.378,0.692,12,56,26,17,9,18,21,171,SF,70000000
Joseph Young,1000000,23,41,0,384,0.367,0.217,0.8,6,44,65,15,0,33,30,154,PG,70000000
Ty Lawson,265058,28,13,1,235,0.418,0.357,0.5,6,25,57,10,1,13,16,64,PG,70000000
Shayne Whittington,845059,24,7,0,41,0.455,0,0.5,5,7,3,1,1,5,7,11,PF,70000000
Rakeem Christmas,1000000,24,1,0,6,1,0,0,1,0,0,0,0,0,1,4,PF,70000000
LeBron James,22971000,31,76,76,2709,0.52,0.309,0.731,111,454,514,104,49,249,143,1920,SF,70000000
Kevin Love,19500000,27,77,77,2424,0.419,0.36,0.822,149,613,186,58,41,142,159,1234,PF,70000000
J.R. Smith,5000000,30,77,77,2362,0.415,0.4,0.634,43,174,130,81,21,59,204,955,SG,70000000
Tristan Thompson,14260870,24,82,34,2269,0.588,0,0.616,268,470,62,38,51,61,202,643,PF,70000000
Matthew Dellavedova,1147280,25,76,14,1867,0.405,0.41,0.864,33,129,337,44,9,116,178,569,PG,70000000
Kyrie Irving,14764600,23,53,53,1667,0.448,0.322,0.885,44,113,249,56,18,124,107,1041,PG,70000000
Timofey Mozgov,4950000,29,76,48,1326,0.565,0.143,0.716,110,227,33,22,57,71,159,475,C,70000000
Richard Jefferson,1499000,35,74,5,1326,0.458,0.382,0.667,15,113,59,33,14,43,129,410,SF,70000000
Iman Shumpert,9000000,25,54,5,1316,0.374,0.295,0.784,32,171,92,54,19,57,119,311,SG,70000000
Mo Williams,2100000,33,41,14,748,0.437,0.353,0.905,6,66,98,14,5,57,60,338,PG,70000000
Channing Frye,7807579,32,26,3,446,0.441,0.377,0.786,12,81,26,8,8,13,56,196,C,70000000
Jordan McRae,142084,24,15,1,113,0.442,0.636,0.692,2,10,15,0,1,9,10,62,PG,70000000
Sasha Kaun,1300000,30,24,0,95,0.529,0,0.444,12,14,3,4,5,7,11,22,C,70000000
Dahntay Jones,8819,35,1,0,42,0.429,0.5,0,1,4,2,1,2,0,6,13,SF,70000000
